x,y,date,pressure_sea_level__pression_niveau_mer,total_precip__precip_totale,pressure_station__pression_station,period_value__valeur_periode,lat__lat,temp_max__temp_max,temp_min_units__temp_min_unites,temp_mean__temp_moyenne,snow__neige,snow_units__neige_unites,rain_units__pluie_unites,station_id__id_station,period_group__groupe_periode,temp_max_units__temp_max_unites,wind_speed__vitesse_vent,rain__pluie,wind_speed_units__vitesse_vent_unites,lon__long,identifier__identifiant,temp_mean_units__temp_moyenne_unites,pressure_station_units__pression_station_unites,province__province,pressure_sea_level_units__pression_niveau_mer_unite,total_precip_units__precip_totale_unites,temp_min__temp_min 
-123.1819,49.195,1959-06,1015.4,95.1,1014.8,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,14,95.1,kph,-123.1819,1108447.1959.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1959-07,1018.2,23.7,1017.6,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.5,23.7,kph,-123.1819,1108447.1959.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1959-08,1016.5,51.1,1015.9,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.1,51.1,kph,-123.1819,1108447.1959.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1959-09,1014.3,153.9,1013.7,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.9,153.9,kph,-123.1819,1108447.1959.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1959-10,1017.5,95.4,1016.9,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,14,95.4,kph,-123.1819,1108447.1959.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1959-11,1022.6,166.8,1022,Nov,49.195,,C,,7.8,mm,mm,1108447,Monthly,C,14.8,159,kph,-123.1819,1108447.1959.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1959-12,1019.6,153.1,1019,Dec,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,14.4,152.9,kph,-123.1819,1108447.1959.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-01,1017.4,172.7,1016.8,Jan,49.195,,C,,18.3,mm,mm,1108447,Monthly,C,13.7,154.4,kph,-123.1819,1108447.1960.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-02,1017,133.7,1016.4,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.9,133.7,kph,-123.1819,1108447.1960.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-03,1015.9,114.2,1015.3,Mar,49.195,,C,,16.1,mm,mm,1108447,Monthly,C,16.1,98.2,kph,-123.1819,1108447.1960.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-04,1015.3,51.4,1014.7,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,18,51.4,kph,-123.1819,1108447.1960.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-05,1014.8,97.8,1014.2,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.4,97.8,kph,-123.1819,1108447.1960.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-06,1018.4,19.5,1017.8,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.5,19.5,kph,-123.1819,1108447.1960.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-07,1017.8,2.5,1017.2,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.8,2.5,kph,-123.1819,1108447.1960.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-08,1015.8,73.7,1015.2,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.6,73.7,kph,-123.1819,1108447.1960.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-09,1018.7,31.7,1018.1,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.5,31.7,kph,-123.1819,1108447.1960.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-10,1015.8,221.6,1015.2,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.7,221.6,kph,-123.1819,1108447.1960.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-11,1014.4,152.4,1013.8,Nov,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,14.2,152.2,kph,-123.1819,1108447.1960.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1960-12,1023.2,148.1,1022.6,Dec,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,11.7,147.9,kph,-123.1819,1108447.1960.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-01,1017.9,221.4,1017.3,Jan,49.195,,C,,6.7,mm,mm,1108447,Monthly,C,14.5,214.7,kph,-123.1819,1108447.1961.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-02,1014.6,294.3,1014,Feb,49.195,,C,,2.6,mm,mm,1108447,Monthly,C,18.9,291.6,kph,-123.1819,1108447.1961.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-03,1010.9,125.8,1010.3,Mar,49.195,,C,,3.1,mm,mm,1108447,Monthly,C,16.6,122.7,kph,-123.1819,1108447.1961.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-04,1017.9,54.8,1017.3,Apr,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,17.9,54.6,kph,-123.1819,1108447.1961.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-05,1016.1,107,1015.5,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.9,107,kph,-123.1819,1108447.1961.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-06,1016.7,29.2,1016.1,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.2,29.2,kph,-123.1819,1108447.1961.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-07,1016.9,39.8,1016.3,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.1,39.8,kph,-123.1819,1108447.1961.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-08,1016.6,43.9,1016,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.5,43.9,kph,-123.1819,1108447.1961.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-09,1016.9,54.3,1016.3,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.4,54.3,kph,-123.1819,1108447.1961.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-10,1016.9,138.6,1016.3,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.9,138.6,kph,-123.1819,1108447.1961.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-11,1015.9,154.6,1015.3,Nov,49.195,,C,,0.6,mm,mm,1108447,Monthly,C,17.3,154,kph,-123.1819,1108447.1961.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1961-12,1016.3,203.8,1015.7,Dec,49.195,,C,,18.4,mm,mm,1108447,Monthly,C,18.4,185.4,kph,-123.1819,1108447.1961.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-01,1024.8,151.4,1024.2,Jan,49.195,,C,,30.4,mm,mm,1108447,Monthly,C,13.9,121,kph,-123.1819,1108447.1962.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-02,1013.4,69.7,1012.8,Feb,49.195,,C,,0.5,mm,mm,1108447,Monthly,C,14.3,69.3,kph,-123.1819,1108447.1962.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-03,1014.5,111.7,1013.9,Mar,49.195,,C,,46.5,mm,mm,1108447,Monthly,C,15.5,65.2,kph,-123.1819,1108447.1962.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-04,1017.9,98.8,1017.3,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.2,98.8,kph,-123.1819,1108447.1962.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-05,1017.1,49.8,1016.5,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,15,49.8,kph,-123.1819,1108447.1962.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-06,1017.1,24.6,1016.5,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.2,24.6,kph,-123.1819,1108447.1962.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-07,1018.6,28.4,1018,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.1,28.4,kph,-123.1819,1108447.1962.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-08,1016.6,98.3,1016,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.9,98.3,kph,-123.1819,1108447.1962.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-09,1014.7,69.3,1014.1,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.6,69.3,kph,-123.1819,1108447.1962.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-10,1016.3,130.4,1015.7,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.4,130.4,kph,-123.1819,1108447.1962.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-11,1014.6,201.2,1014,Nov,49.195,,C,,3.3,mm,mm,1108447,Monthly,C,19,197.9,kph,-123.1819,1108447.1962.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1962-12,1019.6,212.7,1019,Dec,49.195,,C,,1.8,mm,mm,1108447,Monthly,C,14.3,210.9,kph,-123.1819,1108447.1962.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-01,1025.7,43.6,1025.1,Jan,49.195,,C,,9.8,mm,mm,1108447,Monthly,C,11.6,33.9,kph,-123.1819,1108447.1963.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-02,1017.5,154.2,1016.9,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.5,154.2,kph,-123.1819,1108447.1963.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-03,1014.5,79.8,1013.9,Mar,49.195,,C,,1.6,mm,mm,1108447,Monthly,C,17,78.2,kph,-123.1819,1108447.1963.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-04,1012.8,80.5,1012.2,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.3,80.5,kph,-123.1819,1108447.1963.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-05,1016.9,49.8,1016.3,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.8,49.8,kph,-123.1819,1108447.1963.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-06,1015.8,49,1015.2,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.6,49,kph,-123.1819,1108447.1963.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-07,1016.3,71.1,1015.7,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.5,71.1,kph,-123.1819,1108447.1963.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-08,1017,18.8,1016.4,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.4,18.8,kph,-123.1819,1108447.1963.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-09,1014.3,43.5,1013.7,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.1,43.5,kph,-123.1819,1108447.1963.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-10,1014.6,165.5,1014,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.5,165.5,kph,-123.1819,1108447.1963.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-11,1012.4,175.7,1011.8,Nov,49.195,,C,,0.9,mm,mm,1108447,Monthly,C,19.4,174.8,kph,-123.1819,1108447.1963.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1963-12,1020.9,256,1020.3,Dec,49.195,,C,,1.3,mm,mm,1108447,Monthly,C,14.1,254.7,kph,-123.1819,1108447.1963.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-01,1012,226.9,1011.4,Jan,49.195,,C,,12.8,mm,mm,1108447,Monthly,C,22.5,214.1,kph,-123.1819,1108447.1964.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-02,1024.3,77.6,1023.7,Feb,49.195,,C,,0.4,mm,mm,1108447,Monthly,C,16.2,77.2,kph,-123.1819,1108447.1964.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-03,1014.3,107,1013.7,Mar,49.195,,C,,0.6,mm,mm,1108447,Monthly,C,18.3,106.3,kph,-123.1819,1108447.1964.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-04,1018.2,41.2,1017.6,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.5,41.2,kph,-123.1819,1108447.1964.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-05,1017.3,49.6,1016.7,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,15,49.6,kph,-123.1819,1108447.1964.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-06,1015.2,62.8,1014.6,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,13,62.8,kph,-123.1819,1108447.1964.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-07,1015.5,87.5,1014.9,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,14,87.5,kph,-123.1819,1108447.1964.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-08,1015.9,42.4,1015.3,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.4,42.4,kph,-123.1819,1108447.1964.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-09,1017.3,128.6,1016.7,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.6,128.6,kph,-123.1819,1108447.1964.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-10,1018.3,48.2,1017.7,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.2,48.2,kph,-123.1819,1108447.1964.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-11,1015.6,165.6,1014.9,Nov,49.195,,C,,4,mm,mm,1108447,Monthly,C,13,161.6,kph,-123.1819,1108447.1964.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1964-12,1010.1,144.9,1009.5,Dec,49.195,,C,,80.4,mm,mm,1108447,Monthly,C,16.2,64.5,kph,-123.1819,1108447.1964.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-01,1015.1,199.1,1014.5,Jan,49.195,,C,,40.7,mm,mm,1108447,Monthly,C,13,158.4,kph,-123.1819,1108447.1965.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-02,1018.3,192.3,1017.7,Feb,49.195,,C,,1.4,mm,mm,1108447,Monthly,C,16.8,190.9,kph,-123.1819,1108447.1965.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-03,1020.4,47.1,1019.8,Mar,49.195,,C,,0.9,mm,mm,1108447,Monthly,C,11.7,46.2,kph,-123.1819,1108447.1965.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-04,1014.8,58.7,1014.2,Apr,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,14.7,58.4,kph,-123.1819,1108447.1965.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-05,1018.4,58.2,1017.8,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.7,58.2,kph,-123.1819,1108447.1965.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-06,1016,15.2,1015.4,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.6,15.2,kph,-123.1819,1108447.1965.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-07,1017,8,1016.4,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.2,8,kph,-123.1819,1108447.1965.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-08,1015.6,67.4,1015,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.6,67.4,kph,-123.1819,1108447.1965.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-09,1017.8,17.5,1017.2,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,10.2,17.5,kph,-123.1819,1108447.1965.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-10,1017.3,136,1016.7,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.6,136,kph,-123.1819,1108447.1965.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-11,1011.4,134.5,1010.8,Nov,49.195,,C,,0.6,mm,mm,1108447,Monthly,C,12.4,133.9,kph,-123.1819,1108447.1965.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1965-12,1012,148,1011.4,Dec,49.195,,C,,35.4,mm,mm,1108447,Monthly,C,14.1,112.6,kph,-123.1819,1108447.1965.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-01,1013.5,176,1012.9,Jan,49.195,,C,,43.8,mm,mm,1108447,Monthly,C,14.9,132.3,kph,-123.1819,1108447.1966.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-02,1016.7,57.4,1016.1,Feb,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,12.4,57.2,kph,-123.1819,1108447.1966.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-03,1015.7,104.6,1015.1,Mar,49.195,,C,,12.6,mm,mm,1108447,Monthly,C,15.1,92,kph,-123.1819,1108447.1966.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-04,1019.6,30.3,1019,Apr,49.195,,C,,0.4,mm,mm,1108447,Monthly,C,14.3,29.8,kph,-123.1819,1108447.1966.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-05,1017.4,42.2,1016.8,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.2,42.2,kph,-123.1819,1108447.1966.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-06,1016.7,59.5,1016.1,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.7,59.5,kph,-123.1819,1108447.1966.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-07,1016.1,70.5,1015.5,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.2,70.5,kph,-123.1819,1108447.1966.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-08,1017,32.7,1016.4,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.6,32.7,kph,-123.1819,1108447.1966.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-09,1016.6,75.7,1016,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,10.5,75.7,kph,-123.1819,1108447.1966.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-10,1018.5,141.8,1017.9,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,13,141.8,kph,-123.1819,1108447.1966.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-11,1014,182.5,1013.4,Nov,49.195,,C,,0.4,mm,mm,1108447,Monthly,C,14,182,kph,-123.1819,1108447.1966.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1966-12,1012.5,258.6,1011.9,Dec,49.195,,C,,6.3,mm,mm,1108447,Monthly,C,16.6,252.2,kph,-123.1819,1108447.1966.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-01,1013.6,241.9,1013,Jan,49.195,,C,,8.7,mm,mm,1108447,Monthly,C,16.2,233.2,kph,-123.1819,1108447.1967.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-02,1020.6,97.5,1020,Feb,49.195,,C,,2.2,mm,mm,1108447,Monthly,C,12.7,95.3,kph,-123.1819,1108447.1967.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-03,1012.9,109.4,1012.3,Mar,49.195,,C,,3.1,mm,mm,1108447,Monthly,C,15.2,106.3,kph,-123.1819,1108447.1967.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-04,1014.3,64.1,1013.7,Apr,49.195,,C,,0.5,mm,mm,1108447,Monthly,C,13.1,63.6,kph,-123.1819,1108447.1967.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-05,1019.6,42,1019,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,10.7,42,kph,-123.1819,1108447.1967.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-06,1015,14,1014.4,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.3,14,kph,-123.1819,1108447.1967.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-07,1017.7,24.4,1017.1,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.4,24.4,kph,-123.1819,1108447.1967.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-08,1016.2,7.6,1015.6,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,10.2,7.6,kph,-123.1819,1108447.1967.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-09,1014.7,63.4,1014.1,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,10.7,63.4,kph,-123.1819,1108447.1967.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-10,1014.7,303.5,1014.1,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.5,303.5,kph,-123.1819,1108447.1967.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-11,1017.5,127.6,1016.9,Nov,49.195,,C,,0.4,mm,mm,1108447,Monthly,C,11.3,127.2,kph,-123.1819,1108447.1967.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1967-12,1017.6,168,1017,Dec,49.195,,C,,17.4,mm,mm,1108447,Monthly,C,15.7,150.6,kph,-123.1819,1108447.1967.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-01,1015.1,231.3,1014.5,Jan,49.195,,C,,10.4,mm,mm,1108447,Monthly,C,16.6,220.9,kph,-123.1819,1108447.1968.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-02,1017.2,110.5,1016.6,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.5,110.5,kph,-123.1819,1108447.1968.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-03,1015.9,148.7,1015.3,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.2,148.7,kph,-123.1819,1108447.1968.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-04,1020.6,38.9,1020,Apr,49.195,,C,,0.7,mm,mm,1108447,Monthly,C,17.1,38.2,kph,-123.1819,1108447.1968.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-05,1016,70.8,1015.4,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,12,70.8,kph,-123.1819,1108447.1968.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-06,1017,73.1,1016.4,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.1,73.1,kph,-123.1819,1108447.1968.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-07,1017,28.2,1016.4,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,13,28.2,kph,-123.1819,1108447.1968.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-08,1015.1,56.3,1014.5,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.5,56.3,kph,-123.1819,1108447.1968.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-09,1016.8,91.1,1016.2,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.2,91.1,kph,-123.1819,1108447.1968.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-10,1014.2,190.2,1013.6,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.1,190.2,kph,-123.1819,1108447.1968.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-11,1015.5,158.5,1014.9,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.1,158.5,kph,-123.1819,1108447.1968.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1968-12,1012.3,200,1011.7,Dec,49.195,,C,,54.6,mm,mm,1108447,Monthly,C,18.4,145.5,kph,-123.1819,1108447.1968.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-01,1009.8,135.5,1009.2,Jan,49.195,,C,,57.9,mm,mm,1108447,Monthly,C,15.6,77.6,kph,-123.1819,1108447.1969.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-02,1009.2,53.1,1008.6,Feb,49.195,,C,,5.8,mm,mm,1108447,Monthly,C,14.5,47.3,kph,-123.1819,1108447.1969.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-03,1020.2,92.9,1019.6,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.9,92.9,kph,-123.1819,1108447.1969.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-04,1015.8,112.2,1015.2,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.3,112.2,kph,-123.1819,1108447.1969.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-05,1017,30.3,1016.4,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,14,30.3,kph,-123.1819,1108447.1969.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-06,1013.1,18.8,1012.5,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.1,18.8,kph,-123.1819,1108447.1969.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-07,1017.9,18.1,1017.3,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.3,18.1,kph,-123.1819,1108447.1969.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-08,1015.8,55,1015.2,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.2,55,kph,-123.1819,1108447.1969.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-09,1013.8,144,1013.2,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.8,144,kph,-123.1819,1108447.1969.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-10,1018.1,104.8,1017.5,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,12,104.8,kph,-123.1819,1108447.1969.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-11,1019.4,103.6,1018.8,Nov,49.195,,C,,0.4,mm,mm,1108447,Monthly,C,13.2,103.2,kph,-123.1819,1108447.1969.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1969-12,1015.4,158.8,1014.8,Dec,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.2,158.8,kph,-123.1819,1108447.1969.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1970-01,1013.8,123.3,1013.2,Jan,49.195,,C,,13.8,mm,mm,1108447,Monthly,C,14.2,109.5,kph,-123.1819,1108447.1970.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1970-02,1020.2,61.5,1019.6,Feb,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,12.9,61.3,kph,-123.1819,1108447.1970.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1970-03,1019.7,64.3,1019.1,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.3,64.3,kph,-123.1819,1108447.1970.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1970-04,1017.7,120.6,1017.1,Apr,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,18.2,120.4,kph,-123.1819,1108447.1970.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1970-05,1020.1,30.6,1019.5,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.2,30.6,kph,-123.1819,1108447.1970.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1970-06,1015.5,42.2,1014.9,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.8,42.2,kph,-123.1819,1108447.1970.06,C,hPa,BC,hPa,mm,
