x,y,lon__long,temp_min__temp_min,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,wind_speed__vitesse_vent,identifier__identifiant,period_group__groupe_periode,period_value__valeur_periode,total_precip__precip_totale,station_id__id_station,total_precip_units__precip_totale_unites,temp_max_units__temp_max_unites,province__province,rain_units__pluie_unites,snow_units__neige_unites,temp_min_units__temp_min_unites,pressure_sea_level_units__pression_niveau_mer_unite,snow__neige,date,pressure_station__pression_station,wind_speed_units__vitesse_vent_unites,lat__lat,pressure_station_units__pression_station_unites,temp_max__temp_max,pressure_sea_level__pression_niveau_mer,rain__pluie 
-73.75,45.4667,-73.75,,,C,,7025250.1946.02,Monthly,Feb,85.7,7025250,mm,C,QC,mm,mm,C,hPa,70,1946-02,,kph,45.4667,hPa,,,15.7
-73.75,45.4667,-73.75,,,C,,7025250.1946.03,Monthly,Mar,36.9,7025250,mm,C,QC,mm,mm,C,hPa,4.8,1946-03,,kph,45.4667,hPa,,,32.1
-73.75,45.4667,-73.75,,,C,,7025250.1946.04,Monthly,Apr,78.5,7025250,mm,C,QC,mm,mm,C,hPa,14,1946-04,,kph,45.4667,hPa,,,64.5
-73.75,45.4667,-73.75,,,C,,7025250.1946.05,Monthly,May,88.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1946-05,,kph,45.4667,hPa,,,88.3
-73.75,45.4667,-73.75,,,C,,7025250.1946.06,Monthly,Jun,51.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1946-06,,kph,45.4667,hPa,,,51.5
-73.75,45.4667,-73.75,,,C,,7025250.1946.07,Monthly,Jul,62.1,7025250,mm,C,QC,mm,mm,C,hPa,0,1946-07,,kph,45.4667,hPa,,,62.1
-73.75,45.4667,-73.75,,,C,,7025250.1946.08,Monthly,Aug,72.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1946-08,,kph,45.4667,hPa,,,72.8
-73.75,45.4667,-73.75,,,C,,7025250.1946.09,Monthly,Sep,151.8,7025250,mm,C,QC,mm,mm,C,hPa,8,1946-09,,kph,45.4667,hPa,,,143.8
-73.75,45.4667,-73.75,,,C,,7025250.1946.10,Monthly,Oct,95.6,7025250,mm,C,QC,mm,mm,C,hPa,3.5,1946-10,,kph,45.4667,hPa,,,92.1
-73.75,45.4667,-73.75,,,C,,7025250.1946.11,Monthly,Nov,111.6,7025250,mm,C,QC,mm,mm,C,hPa,42.3,1946-11,,kph,45.4667,hPa,,,69.3
-73.75,45.4667,-73.75,,,C,,7025250.1946.12,Monthly,Dec,172.2,7025250,mm,C,QC,mm,mm,C,hPa,117.8,1946-12,,kph,45.4667,hPa,,,54.3
-73.75,45.4667,-73.75,,,C,,7025250.1947.01,Monthly,Jan,154.2,7025250,mm,C,QC,mm,mm,C,hPa,93.6,1947-01,,kph,45.4667,hPa,,,60.7
-73.75,45.4667,-73.75,,,C,,7025250.1947.02,Monthly,Feb,111.2,7025250,mm,C,QC,mm,mm,C,hPa,110.9,1947-02,,kph,45.4667,hPa,,,0.3
-73.75,45.4667,-73.75,,,C,,7025250.1947.03,Monthly,Mar,91.5,7025250,mm,C,QC,mm,mm,C,hPa,60,1947-03,,kph,45.4667,hPa,,,31.5
-73.75,45.4667,-73.75,,,C,,7025250.1947.04,Monthly,Apr,92.4,7025250,mm,C,QC,mm,mm,C,hPa,32.6,1947-04,,kph,45.4667,hPa,,,59.8
-73.75,45.4667,-73.75,,,C,,7025250.1947.05,Monthly,May,109,7025250,mm,C,QC,mm,mm,C,hPa,0.2,1947-05,,kph,45.4667,hPa,,,108.8
-73.75,45.4667,-73.75,,,C,,7025250.1947.06,Monthly,Jun,106.9,7025250,mm,C,QC,mm,mm,C,hPa,0,1947-06,,kph,45.4667,hPa,,,106.9
-73.75,45.4667,-73.75,,,C,,7025250.1947.07,Monthly,Jul,144.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1947-07,,kph,45.4667,hPa,,,144.8
-73.75,45.4667,-73.75,,,C,,7025250.1947.08,Monthly,Aug,39.4,7025250,mm,C,QC,mm,mm,C,hPa,0,1947-08,,kph,45.4667,hPa,,,39.4
-73.75,45.4667,-73.75,,,C,,7025250.1947.09,Monthly,Sep,102.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1947-09,,kph,45.4667,hPa,,,102.2
-73.75,45.4667,-73.75,,,C,,7025250.1947.10,Monthly,Oct,29.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1947-10,,kph,45.4667,hPa,,,29.2
-73.75,45.4667,-73.75,,,C,,7025250.1947.11,Monthly,Nov,109.8,7025250,mm,C,QC,mm,mm,C,hPa,33.6,1947-11,,kph,45.4667,hPa,,,76.2
-73.75,45.4667,-73.75,,,C,,7025250.1947.12,Monthly,Dec,77.1,7025250,mm,C,QC,mm,mm,C,hPa,55.6,1947-12,,kph,45.4667,hPa,,,21.6
-73.75,45.4667,-73.75,,,C,,7025250.1948.01,Monthly,Jan,71.7,7025250,mm,C,QC,mm,mm,C,hPa,71.2,1948-01,,kph,45.4667,hPa,,,0.5
-73.75,45.4667,-73.75,,,C,,7025250.1948.02,Monthly,Feb,68.4,7025250,mm,C,QC,mm,mm,C,hPa,53,1948-02,,kph,45.4667,hPa,,,15.4
-73.75,45.4667,-73.75,,,C,,7025250.1948.03,Monthly,Mar,129.7,7025250,mm,C,QC,mm,mm,C,hPa,30.7,1948-03,,kph,45.4667,hPa,,,99
-73.75,45.4667,-73.75,,,C,,7025250.1948.04,Monthly,Apr,69.9,7025250,mm,C,QC,mm,mm,C,hPa,1.3,1948-04,,kph,45.4667,hPa,,,68.6
-73.75,45.4667,-73.75,,,C,,7025250.1948.05,Monthly,May,64,7025250,mm,C,QC,mm,mm,C,hPa,0.2,1948-05,,kph,45.4667,hPa,,,63.8
-73.75,45.4667,-73.75,,,C,,7025250.1948.06,Monthly,Jun,77.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1948-06,,kph,45.4667,hPa,,,77.7
-73.75,45.4667,-73.75,,,C,,7025250.1948.07,Monthly,Jul,83,7025250,mm,C,QC,mm,mm,C,hPa,0,1948-07,,kph,45.4667,hPa,,,83
-73.75,45.4667,-73.75,,,C,,7025250.1948.08,Monthly,Aug,80.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1948-08,,kph,45.4667,hPa,,,80.5
-73.75,45.4667,-73.75,,,C,,7025250.1948.09,Monthly,Sep,14.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1948-09,,kph,45.4667,hPa,,,14.5
-73.75,45.4667,-73.75,,,C,,7025250.1948.10,Monthly,Oct,67.6,7025250,mm,C,QC,mm,mm,C,hPa,0,1948-10,,kph,45.4667,hPa,,,67.6
-73.75,45.4667,-73.75,,,C,,7025250.1948.11,Monthly,Nov,138.4,7025250,mm,C,QC,mm,mm,C,hPa,8,1948-11,,kph,45.4667,hPa,,,130.4
-73.75,45.4667,-73.75,,,C,,7025250.1948.12,Monthly,Dec,108.2,7025250,mm,C,QC,mm,mm,C,hPa,51.9,1948-12,,kph,45.4667,hPa,,,56.3
-73.75,45.4667,-73.75,,,C,,7025250.1949.01,Monthly,Jan,106.8,7025250,mm,C,QC,mm,mm,C,hPa,74.5,1949-01,,kph,45.4667,hPa,,,32.4
-73.75,45.4667,-73.75,,,C,,7025250.1949.02,Monthly,Feb,69,7025250,mm,C,QC,mm,mm,C,hPa,50,1949-02,,kph,45.4667,hPa,,,19.1
-73.75,45.4667,-73.75,,,C,,7025250.1949.03,Monthly,Mar,92.6,7025250,mm,C,QC,mm,mm,C,hPa,63.6,1949-03,,kph,45.4667,hPa,,,28.9
-73.75,45.4667,-73.75,,,C,,7025250.1949.04,Monthly,Apr,90.7,7025250,mm,C,QC,mm,mm,C,hPa,17,1949-04,,kph,45.4667,hPa,,,73.7
-73.75,45.4667,-73.75,,,C,,7025250.1949.05,Monthly,May,50.6,7025250,mm,C,QC,mm,mm,C,hPa,0,1949-05,,kph,45.4667,hPa,,,50.6
-73.75,45.4667,-73.75,,,C,,7025250.1949.06,Monthly,Jun,78.1,7025250,mm,C,QC,mm,mm,C,hPa,0,1949-06,,kph,45.4667,hPa,,,78.1
-73.75,45.4667,-73.75,,,C,,7025250.1949.07,Monthly,Jul,65.1,7025250,mm,C,QC,mm,mm,C,hPa,0,1949-07,,kph,45.4667,hPa,,,65.1
-73.75,45.4667,-73.75,,,C,,7025250.1949.08,Monthly,Aug,87.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1949-08,,kph,45.4667,hPa,,,87.5
-73.75,45.4667,-73.75,,,C,,7025250.1949.09,Monthly,Sep,93.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1949-09,,kph,45.4667,hPa,,,93.7
-73.75,45.4667,-73.75,,,C,,7025250.1949.10,Monthly,Oct,38.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1949-10,,kph,45.4667,hPa,,,38.8
-73.75,45.4667,-73.75,,,C,,7025250.1949.11,Monthly,Nov,126.3,7025250,mm,C,QC,mm,mm,C,hPa,59.1,1949-11,,kph,45.4667,hPa,,,67.2
-73.75,45.4667,-73.75,,,C,,7025250.1949.12,Monthly,Dec,104.2,7025250,mm,C,QC,mm,mm,C,hPa,24.5,1949-12,,kph,45.4667,hPa,,,79.7
-73.75,45.4667,-73.75,,,C,,7025250.1950.01,Monthly,Jan,128.5,7025250,mm,C,QC,mm,mm,C,hPa,79.8,1950-01,,kph,45.4667,hPa,,,48.7
-73.75,45.4667,-73.75,,,C,,7025250.1950.02,Monthly,Feb,137.3,7025250,mm,C,QC,mm,mm,C,hPa,136.4,1950-02,,kph,45.4667,hPa,,,0.9
-73.75,45.4667,-73.75,,,C,,7025250.1950.03,Monthly,Mar,104,7025250,mm,C,QC,mm,mm,C,hPa,73.1,1950-03,,kph,45.4667,hPa,,,30.9
-73.75,45.4667,-73.75,,,C,,7025250.1950.04,Monthly,Apr,71.5,7025250,mm,C,QC,mm,mm,C,hPa,4.2,1950-04,,kph,45.4667,hPa,,,67.2
-73.75,45.4667,-73.75,,,C,,7025250.1950.05,Monthly,May,82.1,7025250,mm,C,QC,mm,mm,C,hPa,0,1950-05,,kph,45.4667,hPa,,,82.1
-73.75,45.4667,-73.75,,,C,,7025250.1950.06,Monthly,Jun,52.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1950-06,,kph,45.4667,hPa,,,52.3
-73.75,45.4667,-73.75,,,C,,7025250.1950.07,Monthly,Jul,109.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1950-07,,kph,45.4667,hPa,,,109.5
-73.75,45.4667,-73.75,,,C,,7025250.1950.08,Monthly,Aug,94.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1950-08,,kph,45.4667,hPa,,,94.7
-73.75,45.4667,-73.75,,,C,,7025250.1950.09,Monthly,Sep,61.4,7025250,mm,C,QC,mm,mm,C,hPa,0,1950-09,,kph,45.4667,hPa,,,61.4
-73.75,45.4667,-73.75,,,C,,7025250.1950.10,Monthly,Oct,72.5,7025250,mm,C,QC,mm,mm,C,hPa,0.6,1950-10,,kph,45.4667,hPa,,,71.9
-73.75,45.4667,-73.75,,,C,,7025250.1950.11,Monthly,Nov,142.5,7025250,mm,C,QC,mm,mm,C,hPa,12.2,1950-11,,kph,45.4667,hPa,,,130.2
-73.75,45.4667,-73.75,,,C,,7025250.1950.12,Monthly,Dec,112.3,7025250,mm,C,QC,mm,mm,C,hPa,80.6,1950-12,,kph,45.4667,hPa,,,31.7
-73.75,45.4667,-73.75,,,C,,7025250.1951.01,Monthly,Jan,128,7025250,mm,C,QC,mm,mm,C,hPa,84.2,1951-01,,kph,45.4667,hPa,,,43.8
-73.75,45.4667,-73.75,,,C,,7025250.1951.02,Monthly,Feb,78.8,7025250,mm,C,QC,mm,mm,C,hPa,56,1951-02,,kph,45.4667,hPa,,,22.8
-73.75,45.4667,-73.75,,,C,,7025250.1951.03,Monthly,Mar,142.3,7025250,mm,C,QC,mm,mm,C,hPa,52.9,1951-03,,kph,45.4667,hPa,,,89.4
-73.75,45.4667,-73.75,,,C,,7025250.1951.04,Monthly,Apr,104.3,7025250,mm,C,QC,mm,mm,C,hPa,6.9,1951-04,,kph,45.4667,hPa,,,97.4
-73.75,45.4667,-73.75,,,C,,7025250.1951.05,Monthly,May,57.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1951-05,,kph,45.4667,hPa,,,57.8
-73.75,45.4667,-73.75,,,C,,7025250.1951.06,Monthly,Jun,86.6,7025250,mm,C,QC,mm,mm,C,hPa,0,1951-06,,kph,45.4667,hPa,,,86.6
-73.75,45.4667,-73.75,,,C,,7025250.1951.07,Monthly,Jul,111.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1951-07,,kph,45.4667,hPa,,,111.2
-73.75,45.4667,-73.75,,,C,,7025250.1951.08,Monthly,Aug,90,7025250,mm,C,QC,mm,mm,C,hPa,0,1951-08,,kph,45.4667,hPa,,,90
-73.75,45.4667,-73.75,,,C,,7025250.1951.09,Monthly,Sep,88.4,7025250,mm,C,QC,mm,mm,C,hPa,0,1951-09,,kph,45.4667,hPa,,,88.4
-73.75,45.4667,-73.75,,,C,,7025250.1951.10,Monthly,Oct,55,7025250,mm,C,QC,mm,mm,C,hPa,0.2,1951-10,,kph,45.4667,hPa,,,54.8
-73.75,45.4667,-73.75,,,C,,7025250.1951.11,Monthly,Nov,161,7025250,mm,C,QC,mm,mm,C,hPa,55.6,1951-11,,kph,45.4667,hPa,,,105.3
-73.75,45.4667,-73.75,,,C,,7025250.1951.12,Monthly,Dec,143.4,7025250,mm,C,QC,mm,mm,C,hPa,123,1951-12,,kph,45.4667,hPa,,,20.4
-73.75,45.4667,-73.75,,,C,,7025250.1952.01,Monthly,Jan,119.2,7025250,mm,C,QC,mm,mm,C,hPa,77.4,1952-01,,kph,45.4667,hPa,,,41.8
-73.75,45.4667,-73.75,,,C,,7025250.1952.02,Monthly,Feb,108.4,7025250,mm,C,QC,mm,mm,C,hPa,89.5,1952-02,,kph,45.4667,hPa,,,18.9
-73.75,45.4667,-73.75,,,C,,7025250.1952.03,Monthly,Mar,91.6,7025250,mm,C,QC,mm,mm,C,hPa,50.9,1952-03,,kph,45.4667,hPa,,,40.7
-73.75,45.4667,-73.75,,,C,,7025250.1952.04,Monthly,Apr,65.8,7025250,mm,C,QC,mm,mm,C,hPa,1.6,1952-04,,kph,45.4667,hPa,,,64.1
-73.75,45.4667,-73.75,,,C,,7025250.1952.05,Monthly,May,105.1,7025250,mm,C,QC,mm,mm,C,hPa,0,1952-05,,kph,45.4667,hPa,,,105.1
-73.75,45.4667,-73.75,,,C,,7025250.1952.06,Monthly,Jun,131.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1952-06,,kph,45.4667,hPa,,,131.5
-73.75,45.4667,-73.75,,,C,,7025250.1952.07,Monthly,Jul,125.9,7025250,mm,C,QC,mm,mm,C,hPa,0,1952-07,,kph,45.4667,hPa,,,125.9
-73.75,45.4667,-73.75,,,C,,7025250.1952.08,Monthly,Aug,139.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1952-08,,kph,45.4667,hPa,,,139.8
-73.75,45.4667,-73.75,,,C,,7025250.1952.09,Monthly,Sep,117.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1952-09,,kph,45.4667,hPa,,,117.8
-73.75,45.4667,-73.75,,,C,,7025250.1952.10,Monthly,Oct,109.3,7025250,mm,C,QC,mm,mm,C,hPa,1.4,1952-10,,kph,45.4667,hPa,,,107.9
-73.75,45.4667,-73.75,,,C,,7025250.1952.11,Monthly,Nov,72.2,7025250,mm,C,QC,mm,mm,C,hPa,5.5,1952-11,,kph,45.4667,hPa,,,66.6
-73.75,45.4667,-73.75,,,C,,7025250.1952.12,Monthly,Dec,136.7,7025250,mm,C,QC,mm,mm,C,hPa,76.8,1952-12,,kph,45.4667,hPa,,,60
-73.75,45.4667,-73.75,,,C,14.9,7025250.1953.01,Monthly,Jan,114.9,7025250,mm,C,QC,mm,mm,C,hPa,64.4,1953-01,1010.6,kph,45.4667,hPa,,1015.1,50.5
-73.75,45.4667,-73.75,,,C,17.9,7025250.1953.02,Monthly,Feb,52.7,7025250,mm,C,QC,mm,mm,C,hPa,43.6,1953-02,1009.4,kph,45.4667,hPa,,1013.9,9.1
-73.75,45.4667,-73.75,,,C,17.1,7025250.1953.03,Monthly,Mar,106.6,7025250,mm,C,QC,mm,mm,C,hPa,10.6,1953-03,1012.2,kph,45.4667,hPa,,1016.7,96
-73.75,45.4667,-73.75,,,C,17.4,7025250.1953.04,Monthly,Apr,91.9,7025250,mm,C,QC,mm,mm,C,hPa,5.8,1953-04,1003.5,kph,45.4667,hPa,,1007.9,86.1
-73.75,45.4667,-73.75,,,C,12.7,7025250.1953.05,Monthly,May,90,7025250,mm,C,QC,mm,mm,C,hPa,0,1953-05,1008.5,kph,45.4667,hPa,,1012.8,90
-73.75,45.4667,-73.75,,,C,13,7025250.1953.06,Monthly,Jun,92.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1953-06,1009.5,kph,45.4667,hPa,,1013.8,92.3
-73.75,45.4667,-73.75,,,C,11.4,7025250.1953.07,Monthly,Jul,76.9,7025250,mm,C,QC,mm,mm,C,hPa,0,1953-07,1010.1,kph,45.4667,hPa,,1014.4,76.9
-73.75,45.4667,-73.75,,,C,11.1,7025250.1953.08,Monthly,Aug,50.8,7025250,mm,C,QC,mm,mm,C,hPa,0,1953-08,1011.6,kph,45.4667,hPa,,1015.9,50.8
-73.75,45.4667,-73.75,,,C,11.9,7025250.1953.09,Monthly,Sep,78.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1953-09,1010.3,kph,45.4667,hPa,,1014.6,78.5
-73.75,45.4667,-73.75,,,C,11.1,7025250.1953.10,Monthly,Oct,46.2,7025250,mm,C,QC,mm,mm,C,hPa,0.2,1953-10,1014.4,kph,45.4667,hPa,,1018.8,45.9
-73.75,45.4667,-73.75,,,C,16.3,7025250.1953.11,Monthly,Nov,48.6,7025250,mm,C,QC,mm,mm,C,hPa,4,1953-11,1014.2,kph,45.4667,hPa,,1018.6,44.6
-73.75,45.4667,-73.75,,,C,19.2,7025250.1953.12,Monthly,Dec,117.6,7025250,mm,C,QC,mm,mm,C,hPa,46.3,1953-12,1007.7,kph,45.4667,hPa,,1012.1,71.3
-73.75,45.4667,-73.75,,,C,17.5,7025250.1954.01,Monthly,Jan,139.8,7025250,mm,C,QC,mm,mm,C,hPa,124.5,1954-01,1015.9,kph,45.4667,hPa,,1020.4,15.3
-73.75,45.4667,-73.75,,,C,17.3,7025250.1954.02,Monthly,Feb,183.5,7025250,mm,C,QC,mm,mm,C,hPa,156.1,1954-02,1008.6,kph,45.4667,hPa,,1013.1,27.4
-73.75,45.4667,-73.75,,,C,20.4,7025250.1954.03,Monthly,Mar,71.3,7025250,mm,C,QC,mm,mm,C,hPa,49.2,1954-03,1006.2,kph,45.4667,hPa,,1010.6,22.1
-73.75,45.4667,-73.75,,,C,18.5,7025250.1954.04,Monthly,Apr,125.2,7025250,mm,C,QC,mm,mm,C,hPa,15.2,1954-04,1014.9,kph,45.4667,hPa,,1019.3,110
-73.75,45.4667,-73.75,,,C,15.1,7025250.1954.05,Monthly,May,108.3,7025250,mm,C,QC,mm,mm,C,hPa,0,1954-05,1008.5,kph,45.4667,hPa,,1012.8,108.3
-73.75,45.4667,-73.75,,,C,13.6,7025250.1954.06,Monthly,Jun,110,7025250,mm,C,QC,mm,mm,C,hPa,0,1954-06,1007.9,kph,45.4667,hPa,,1012.2,110
-73.75,45.4667,-73.75,,,C,11.9,7025250.1954.07,Monthly,Jul,56.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1954-07,1007.3,kph,45.4667,hPa,,1011.6,56.5
-73.75,45.4667,-73.75,,,C,13.1,7025250.1954.08,Monthly,Aug,109,7025250,mm,C,QC,mm,mm,C,hPa,0,1954-08,1008.6,kph,45.4667,hPa,,1012.9,109
-73.75,45.4667,-73.75,,,C,15.1,7025250.1954.09,Monthly,Sep,133.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1954-09,1009.7,kph,45.4667,hPa,,1014,133.5
-73.75,45.4667,-73.75,,,C,14.7,7025250.1954.10,Monthly,Oct,88.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1954-10,1011.4,kph,45.4667,hPa,,1015.7,88.5
-73.75,45.4667,-73.75,,,C,15,7025250.1954.11,Monthly,Nov,118.7,7025250,mm,C,QC,mm,mm,C,hPa,35.9,1954-11,1011.5,kph,45.4667,hPa,,1016,82.8
-73.75,45.4667,-73.75,,,C,15.4,7025250.1954.12,Monthly,Dec,165.7,7025250,mm,C,QC,mm,mm,C,hPa,127.7,1954-12,1009.2,kph,45.4667,hPa,,1013.6,38
-73.75,45.4667,-73.75,,,C,16.2,7025250.1955.01,Monthly,Jan,47.3,7025250,mm,C,QC,mm,mm,C,hPa,41.5,1955-01,1010,kph,45.4667,hPa,,1014.6,5.8
-73.75,45.4667,-73.75,,,C,16.1,7025250.1955.02,Monthly,Feb,79.3,7025250,mm,C,QC,mm,mm,C,hPa,64.1,1955-02,1018.4,kph,45.4667,hPa,,1022.9,15.2
-73.75,45.4667,-73.75,,,C,23.4,7025250.1955.03,Monthly,Mar,205.2,7025250,mm,C,QC,mm,mm,C,hPa,144.3,1955-03,1006.4,kph,45.4667,hPa,,1010.9,60.9
-73.75,45.4667,-73.75,,,C,17.4,7025250.1955.04,Monthly,Apr,36.3,7025250,mm,C,QC,mm,mm,C,hPa,0.2,1955-04,1009.4,kph,45.4667,hPa,,1013.8,36.1
-73.75,45.4667,-73.75,,,C,16,7025250.1955.05,Monthly,May,55,7025250,mm,C,QC,mm,mm,C,hPa,0,1955-05,1008,kph,45.4667,hPa,,1012.3,55
-73.75,45.4667,-73.75,,,C,13.7,7025250.1955.06,Monthly,Jun,64.1,7025250,mm,C,QC,mm,mm,C,hPa,0,1955-06,1007.1,kph,45.4667,hPa,,1011.4,64.1
-73.75,45.4667,-73.75,,,C,12.8,7025250.1955.07,Monthly,Jul,46.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1955-07,1010.2,kph,45.4667,hPa,,1014.4,46.2
-73.75,45.4667,-73.75,,,C,12.2,7025250.1955.08,Monthly,Aug,114.6,7025250,mm,C,QC,mm,mm,C,hPa,0,1955-08,1010.4,kph,45.4667,hPa,,1014.7,114.6
-73.75,45.4667,-73.75,,,C,13.6,7025250.1955.09,Monthly,Sep,67.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1955-09,1013.6,kph,45.4667,hPa,,1018,67.2
-73.75,45.4667,-73.75,,,C,17.3,7025250.1955.10,Monthly,Oct,84,7025250,mm,C,QC,mm,mm,C,hPa,0.8,1955-10,1010.2,kph,45.4667,hPa,,1014.6,83.2
-73.75,45.4667,-73.75,,,C,17.4,7025250.1955.11,Monthly,Nov,53.7,7025250,mm,C,QC,mm,mm,C,hPa,19.6,1955-11,1007.5,kph,45.4667,hPa,,1011.9,34.1
-73.75,45.4667,-73.75,,,C,17.7,7025250.1955.12,Monthly,Dec,39.1,7025250,mm,C,QC,mm,mm,C,hPa,29.7,1955-12,1014.5,kph,45.4667,hPa,,1019.1,9.4
-73.75,45.4667,-73.75,,,C,13,7025250.1956.01,Monthly,Jan,66.2,7025250,mm,C,QC,mm,mm,C,hPa,56.4,1956-01,1012.1,kph,45.4667,hPa,,1016.7,9.8
-73.75,45.4667,-73.75,,,C,17.2,7025250.1956.02,Monthly,Feb,97.2,7025250,mm,C,QC,mm,mm,C,hPa,92.3,1956-02,1010.3,kph,45.4667,hPa,,1014.8,4.9
-73.75,45.4667,-73.75,,,C,18.6,7025250.1956.03,Monthly,Mar,103.8,7025250,mm,C,QC,mm,mm,C,hPa,98.6,1956-03,1011.5,kph,45.4667,hPa,,1015.9,5.2
-73.75,45.4667,-73.75,,,C,19.1,7025250.1956.04,Monthly,Apr,92.2,7025250,mm,C,QC,mm,mm,C,hPa,1.1,1956-04,1006.5,kph,45.4667,hPa,,1010.9,91.2
-73.75,45.4667,-73.75,,,C,20.1,7025250.1956.05,Monthly,May,98.6,7025250,mm,C,QC,mm,mm,C,hPa,0.2,1956-05,1011.3,kph,45.4667,hPa,,1015.6,98.4
-73.75,45.4667,-73.75,,,C,17.1,7025250.1956.06,Monthly,Jun,64,7025250,mm,C,QC,mm,mm,C,hPa,0,1956-06,1009.3,kph,45.4667,hPa,,1013.6,64
-73.75,45.4667,-73.75,,,C,14.4,7025250.1956.07,Monthly,Jul,143.5,7025250,mm,C,QC,mm,mm,C,hPa,0,1956-07,1008.7,kph,45.4667,hPa,,1013.1,143.5
-73.75,45.4667,-73.75,,,C,14.4,7025250.1956.08,Monthly,Aug,113.9,7025250,mm,C,QC,mm,mm,C,hPa,0,1956-08,1008.3,kph,45.4667,hPa,,1012.6,113.9
-73.75,45.4667,-73.75,,,C,12.6,7025250.1956.09,Monthly,Sep,54.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1956-09,1012.4,kph,45.4667,hPa,,1016.7,54.7
-73.75,45.4667,-73.75,,,C,13.2,7025250.1956.10,Monthly,Oct,32.6,7025250,mm,C,QC,mm,mm,C,hPa,0,1956-10,1018.6,kph,45.4667,hPa,,1023,32.6
-73.75,45.4667,-73.75,,,C,17.9,7025250.1956.11,Monthly,Nov,53.1,7025250,mm,C,QC,mm,mm,C,hPa,30.9,1956-11,1011.1,kph,45.4667,hPa,,1015.5,22.3
-73.75,45.4667,-73.75,,,C,21.8,7025250.1956.12,Monthly,Dec,75.5,7025250,mm,C,QC,mm,mm,C,hPa,54.7,1956-12,1010.4,kph,45.4667,hPa,,1014.9,20.8
-73.75,45.4667,-73.75,,,C,20.8,7025250.1957.01,Monthly,Jan,99.7,7025250,mm,C,QC,mm,mm,C,hPa,67.2,1957-01,1015.3,kph,45.4667,hPa,,1019.9,32.5
-73.75,45.4667,-73.75,,,C,19.9,7025250.1957.02,Monthly,Feb,52.8,7025250,mm,C,QC,mm,mm,C,hPa,23.9,1957-02,1015,kph,45.4667,hPa,,1019.5,28.8
-73.75,45.4667,-73.75,,,C,18.9,7025250.1957.03,Monthly,Mar,41.5,7025250,mm,C,QC,mm,mm,C,hPa,32.5,1957-03,1009.6,kph,45.4667,hPa,,1014,8.9
-73.75,45.4667,-73.75,,,C,19.8,7025250.1957.04,Monthly,Apr,56,7025250,mm,C,QC,mm,mm,C,hPa,3.4,1957-04,1012.7,kph,45.4667,hPa,,1017.1,52.6
-73.75,45.4667,-73.75,,,C,17.2,7025250.1957.05,Monthly,May,72.2,7025250,mm,C,QC,mm,mm,C,hPa,0.4,1957-05,1010.6,kph,45.4667,hPa,,1015,71.8
-73.75,45.4667,-73.75,,,C,14.1,7025250.1957.06,Monthly,Jun,163.7,7025250,mm,C,QC,mm,mm,C,hPa,0,1957-06,1007.4,kph,45.4667,hPa,,1011.7,163.7
-73.75,45.4667,-73.75,,,C,13,7025250.1957.07,Monthly,Jul,87,7025250,mm,C,QC,mm,mm,C,hPa,0,1957-07,1007,kph,45.4667,hPa,,1011.3,87
-73.75,45.4667,-73.75,,,C,13.4,7025250.1957.08,Monthly,Aug,3.2,7025250,mm,C,QC,mm,mm,C,hPa,0,1957-08,1011.3,kph,45.4667,hPa,,1015.7,3.2
-73.75,45.4667,-73.75,,,C,14.3,7025250.1957.09,Monthly,Sep,118.9,7025250,mm,C,QC,mm,mm,C,hPa,0.2,1957-09,1010.8,kph,45.4667,hPa,,1015.2,118.7
-73.75,45.4667,-73.75,,,C,11.4,7025250.1957.10,Monthly,Oct,69.6,7025250,mm,C,QC,mm,mm,C,hPa,0.4,1957-10,1014.4,kph,45.4667,hPa,,1018.8,69.2
